reserva_id,huesped,pais_residencia_declarado,documento_tipo,documento_en_legajo,canal,check_in,check_out,noches,tarifa_noche_ars,total_alojamiento_ars,desayuno_incluido,consumos_extra_ars,medio_pago,comprobante_clase,estado,motivo,neto_ars,iva_en_juego_ars
R-1296,J. Pereira,BR,Pasaporte,si,Booking.com,2026-06-27,2026-07-01,4,103000,412000,si,0,transferencia_exterior,B,fuga,Transferencia desde banco del exterior,340496,71504
R-1297,S. Johnson,US,Pasaporte,no,Directo web,2026-07-12,2026-07-14,2,106600,213200,si,0,transferencia_exterior,B,fuga,Transferencia desde banco del exterior,176198,37002
R-1298,B. Lindqvist,BR,Pasaporte,si,Directo web,2026-07-26,2026-07-28,2,103900,207800,si,0,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,171736,36064
R-1299,N. Garcia,AR,DNI,si,Telefono/WhatsApp,2026-07-15,2026-07-16,1,105500,105500,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,87190,0
R-1300,D. Oliveira,AR,DNI,si,Telefono/WhatsApp,2026-06-21,2026-06-22,1,95400,95400,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,78843,0
R-1301,I. Petrov,US,Pasaporte,si,Expedia,2026-06-24,2026-06-27,3,95300,285900,si,15200,tarjeta,T,correcto,Tarjeta VISA emitida en Estados Unidos (BIN 414720),236281,49619
R-1302,C. Rossi,MX,Pasaporte,no,Booking.com,2026-06-14,2026-06-15,1,109900,109900,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",90826,0
R-1303,B. Lindqvist,AR,DNI,si,Booking.com,2026-08-16,2026-08-17,1,115100,115100,si,15200,transferencia_local,B,no_elegible,Huésped residente en Argentina,95124,0
R-1304,M. Silva,AR,DNI,si,Expedia,2026-08-30,2026-09-01,2,94000,188000,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,155372,0
R-1305,H. Weber,AR,DNI,si,Booking.com,2026-09-03,2026-09-05,2,104800,209600,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,173223,0
R-1306,I. Petrov,FR,Pasaporte,si,Telefono/WhatsApp,2026-08-05,2026-08-06,1,87200,87200,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",72066,0
R-1307,K. Novak,AR,DNI,si,Booking.com,2026-06-20,2026-06-27,7,99700,697900,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,576777,0
R-1308,A. Costa,AR,DNI,si,Booking.com,2026-09-04,2026-09-05,1,95400,95400,si,15200,efectivo_ars,B,no_elegible,Huésped residente en Argentina,78843,0
R-1309,J. Pereira,AR,DNI,si,Directo web,2026-06-18,2026-06-19,1,105900,105900,si,15200,transferencia_local,B,no_elegible,Huésped residente en Argentina,87521,0
R-1310,O. Ahmed,AR,DNI,si,Booking.com,2026-07-18,2026-07-20,2,97200,194400,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,160661,0
R-1311,H. Weber,UY,Pasaporte,no,Booking.com,2026-06-22,2026-06-26,4,101400,405600,si,0,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",335207,0
R-1312,G. Ferrari,AR,DNI,si,Directo web,2026-09-01,2026-09-05,4,98100,392400,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,324298,0
R-1313,O. Ahmed,US,Pasaporte,si,Booking.com,2026-07-26,2026-07-28,2,117600,235200,si,0,efectivo_usd,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo usd)",194380,0
R-1314,F. Almeida,AR,DNI,si,Directo web,2026-06-20,2026-06-25,5,94300,471500,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,389669,0
R-1315,V. Romero,AR,DNI,si,Booking.com,2026-07-21,2026-07-22,1,104100,104100,si,0,efectivo_ars,A,no_elegible,Huésped residente en Argentina,86033,0
R-1316,E. Blanco,AR,DNI,si,Booking.com,2026-08-23,2026-08-27,4,116200,464800,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,384132,0
R-1317,J. Pereira,AR,DNI,si,Booking.com,2026-08-22,2026-08-25,3,108600,325800,si,4500,efectivo_ars,B,no_elegible,Huésped residente en Argentina,269256,0
R-1318,O. Ahmed,AR,DNI,si,Telefono/WhatsApp,2026-06-30,2026-07-04,4,107400,429600,si,9800,efectivo_ars,B,no_elegible,Huésped residente en Argentina,355041,0
R-1319,F. Almeida,BR,Pasaporte,no,Despegar,2026-09-06,2026-09-07,1,111600,111600,si,4500,tarjeta,B,fuga,Tarjeta MASTERCARD emitida en Brasil (BIN 516292),92231,19369
R-1320,R. Muller,CO,Pasaporte,si,Directo web,2026-06-18,2026-06-19,1,91300,91300,si,9800,tarjeta,B,fuga,Tarjeta VISA emitida en Colombia (BIN 521212),75455,15845
R-1321,H. Weber,AR,DNI,si,Walk-in,2026-07-04,2026-07-06,2,112500,225000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,185950,0
R-1322,M. Silva,AR,DNI,si,Booking.com,2026-06-25,2026-07-02,7,101700,711900,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,588347,0
R-1323,P. Dubois,AR,DNI,si,Telefono/WhatsApp,2026-08-31,2026-09-04,4,87200,348800,si,4500,efectivo_ars,B,no_elegible,Huésped residente en Argentina,288264,0
R-1324,R. Muller,DE,Pasaporte,no,Booking.com,2026-08-07,2026-08-09,2,115600,231200,si,15200,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",191074,0
R-1325,A. Costa,UY,Pasaporte,si,Directo web,2026-07-18,2026-07-20,2,107700,215400,si,0,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,178017,37383
R-1326,M. Silva,AR,DNI,si,Despegar,2026-07-31,2026-08-01,1,117200,117200,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,96860,0
R-1327,O. Ahmed,AR,DNI,si,Walk-in,2026-07-28,2026-07-29,1,95900,95900,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,79256,0
R-1328,T. Nakamura,AR,DNI,si,Directo web,2026-08-19,2026-08-20,1,94600,94600,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,78182,0
R-1329,I. Petrov,AR,DNI,si,Booking.com,2026-09-06,2026-09-08,2,110600,221200,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,182810,0
R-1330,I. Petrov,AR,DNI,si,Despegar,2026-07-11,2026-07-16,5,93600,468000,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,386777,0
R-1331,J. Pereira,UY,Pasaporte,si,Directo web,2026-07-28,2026-08-04,7,99700,697900,si,9800,tarjeta,T,correcto,Tarjeta VISA emitida en Uruguay (BIN 471589),576777,121123
R-1332,H. Weber,MX,Pasaporte,si,Walk-in,2026-08-15,2026-08-16,1,111300,111300,si,0,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en México (BIN 547034),91983,19317
R-1333,D. Oliveira,AR,DNI,si,Telefono/WhatsApp,2026-08-09,2026-08-13,4,106200,424800,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,351074,0
R-1334,B. Lindqvist,ES,Pasaporte,si,Expedia,2026-07-24,2026-07-27,3,106300,318900,si,0,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,263554,55346
R-1335,N. Garcia,BR,Pasaporte,si,Despegar,2026-08-18,2026-08-23,5,94500,472500,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",390496,0
R-1336,J. Pereira,BR,Pasaporte,si,Booking.com,2026-06-28,2026-07-01,3,101100,303300,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",250661,0
R-1337,E. Blanco,US,Pasaporte,no,Telefono/WhatsApp,2026-06-21,2026-06-25,4,114500,458000,si,9800,tarjeta,B,fuga,Tarjeta VISA emitida en Estados Unidos (BIN 542418),378512,79488
R-1338,G. Ferrari,US,Pasaporte,si,Booking.com,2026-07-28,2026-07-30,2,90900,181800,si,22000,tarjeta,A,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",150248,0
R-1339,M. Silva,AR,DNI,si,Booking.com,2026-07-11,2026-07-13,2,104100,208200,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,172066,0
R-1340,V. Romero,CO,Pasaporte,no,Booking.com,2026-07-14,2026-07-15,1,86600,86600,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",71570,0
R-1341,D. Oliveira,CO,Pasaporte,no,Booking.com,2026-06-15,2026-06-16,1,104800,104800,si,4500,tarjeta,B,fuga,Tarjeta VISA emitida en Colombia (BIN 455708),86612,18188
R-1342,O. Ahmed,US,Pasaporte,no,Despegar,2026-07-24,2026-07-27,3,115800,347400,si,22000,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",287107,0
R-1343,G. Ferrari,AR,DNI,si,Booking.com,2026-06-13,2026-06-16,3,101700,305100,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,252149,0
R-1344,G. Ferrari,AR,DNI,si,Despegar,2026-08-02,2026-08-04,2,95400,190800,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,157686,0
R-1345,J. Pereira,AR,DNI,si,Booking.com,2026-07-16,2026-07-20,4,90300,361200,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,298512,0
R-1346,D. Oliveira,AR,DNI,si,Directo web,2026-08-17,2026-08-20,3,102300,306900,si,22000,transferencia_local,B,no_elegible,Huésped residente en Argentina,253636,0
R-1347,S. Johnson,AR,DNI,si,Booking.com,2026-08-03,2026-08-04,1,108100,108100,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,89339,0
R-1348,S. Johnson,BR,Pasaporte,si,Despegar,2026-07-17,2026-07-18,1,116600,116600,si,22000,tarjeta,T,correcto,Tarjeta AMEX emitida en Brasil (BIN 438935),96364,20236
R-1349,D. Oliveira,AR,DNI,si,Directo web,2026-09-04,2026-09-06,2,117800,235600,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,194711,0
R-1350,S. Johnson,AR,DNI,si,Telefono/WhatsApp,2026-08-02,2026-08-09,7,110200,771400,si,15200,transferencia_local,B,no_elegible,Huésped residente en Argentina,637521,0
R-1351,A. Costa,AR,DNI,si,Booking.com,2026-07-20,2026-07-22,2,97900,195800,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,161818,0
R-1352,C. Rossi,AR,DNI,si,Telefono/WhatsApp,2026-06-18,2026-06-20,2,95000,190000,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,157025,0
R-1353,T. Nakamura,AR,DNI,si,Directo web,2026-08-14,2026-08-18,4,111400,445600,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,368264,0
R-1354,L. Fernandez,CL,Pasaporte,si,Booking.com,2026-08-21,2026-08-24,3,98500,295500,si,0,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",244215,0
R-1355,V. Romero,AR,DNI,si,Booking.com,2026-09-05,2026-09-10,5,107200,536000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,442975,0
R-1356,T. Nakamura,AR,DNI,si,Booking.com,2026-06-15,2026-06-18,3,100800,302400,si,4500,efectivo_ars,A,no_elegible,Huésped residente en Argentina,249917,0
R-1357,T. Nakamura,UY,Pasaporte,no,Booking.com,2026-07-26,2026-07-27,1,95200,95200,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",78678,0
R-1358,L. Fernandez,AR,DNI,si,Booking.com,2026-09-02,2026-09-04,2,101500,203000,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,167769,0
R-1359,C. Rossi,AR,DNI,si,Booking.com,2026-09-01,2026-09-03,2,99100,198200,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,163802,0
R-1360,T. Nakamura,AR,DNI,si,Booking.com,2026-06-19,2026-06-22,3,102800,308400,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,254876,0
R-1361,A. Costa,UY,Pasaporte,si,Telefono/WhatsApp,2026-08-30,2026-08-31,1,109500,109500,si,22000,tarjeta,T,correcto,Tarjeta AMEX emitida en Uruguay (BIN 533012),90496,19004
R-1362,N. Garcia,AR,DNI,si,Despegar,2026-06-11,2026-06-14,3,93700,281100,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,232314,0
R-1363,I. Petrov,AR,DNI,si,Expedia,2026-08-15,2026-08-17,2,99200,198400,si,22000,efectivo_ars,B,no_elegible,Huésped residente en Argentina,163967,0
R-1364,B. Lindqvist,AR,DNI,si,Directo web,2026-07-29,2026-07-31,2,101600,203200,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,167934,0
R-1365,I. Petrov,CL,Pasaporte,si,Directo web,2026-08-10,2026-08-13,3,103400,310200,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",256364,0
R-1366,I. Petrov,AR,DNI,si,Booking.com,2026-08-17,2026-08-21,4,86100,344400,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,284628,0
R-1367,V. Romero,BR,Pasaporte,si,Expedia,2026-06-14,2026-06-16,2,111900,223800,si,0,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",184959,0
R-1368,L. Fernandez,AR,DNI,si,Booking.com,2026-07-03,2026-07-07,4,116500,466000,si,4500,transferencia_local,B,no_elegible,Huésped residente en Argentina,385124,0
R-1369,B. Lindqvist,US,Pasaporte,no,Despegar,2026-07-07,2026-07-14,7,90600,634200,si,0,transferencia_exterior,B,fuga,Transferencia desde banco del exterior,524132,110068
R-1370,D. Oliveira,US,Pasaporte,si,Directo web,2026-07-05,2026-07-08,3,98800,296400,si,15200,tarjeta,A,fuga,Tarjeta MASTERCARD emitida en Estados Unidos (BIN 379141),244959,51441
R-1371,O. Ahmed,AR,DNI,si,Booking.com,2026-06-27,2026-07-02,5,96700,483500,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,399587,0
R-1372,J. Pereira,BR,Pasaporte,si,Booking.com,2026-07-24,2026-07-25,1,111400,111400,si,0,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Brasil (BIN 552031),92066,19334
R-1373,D. Oliveira,BR,Pasaporte,si,Booking.com,2026-07-13,2026-07-16,3,85700,257100,si,0,efectivo_usd,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo usd)",212479,0
R-1374,S. Johnson,AR,DNI,si,Telefono/WhatsApp,2026-08-13,2026-08-15,2,96200,192400,si,22000,transferencia_local,B,no_elegible,Huésped residente en Argentina,159008,0
R-1375,O. Ahmed,BR,Pasaporte,si,Expedia,2026-08-11,2026-08-12,1,102400,102400,si,15200,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",84628,0
R-1376,T. Nakamura,AR,DNI,si,Booking.com,2026-07-22,2026-07-24,2,105600,211200,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,174545,0
R-1377,R. Muller,AR,DNI,si,Booking.com,2026-08-07,2026-08-08,1,106500,106500,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,88017,0
R-1378,M. Silva,BR,Pasaporte,no,Directo web,2026-07-24,2026-07-26,2,93900,187800,si,0,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",155207,0
R-1379,C. Rossi,AR,DNI,si,Telefono/WhatsApp,2026-08-01,2026-08-05,4,110600,442400,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,365620,0
R-1380,M. Silva,CL,Pasaporte,no,Booking.com,2026-07-25,2026-07-27,2,116700,233400,si,0,tarjeta,A,fuga,Tarjeta MASTERCARD emitida en Chile (BIN 456712),192893,40507
R-1381,O. Ahmed,AR,DNI,si,Telefono/WhatsApp,2026-07-22,2026-07-25,3,87500,262500,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,216942,0
R-1382,J. Pereira,AR,DNI,si,Booking.com,2026-07-21,2026-07-23,2,97300,194600,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,160826,0
R-1383,K. Novak,AR,DNI,si,Booking.com,2026-07-28,2026-07-30,2,98500,197000,si,4500,efectivo_ars,B,no_elegible,Huésped residente en Argentina,162810,0
R-1384,B. Lindqvist,AR,DNI,si,Directo web,2026-07-24,2026-07-28,4,112700,450800,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,372562,0
R-1385,L. Fernandez,UY,Pasaporte,si,Directo web,2026-07-10,2026-07-15,5,100000,500000,si,22000,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,413223,86777
R-1386,E. Blanco,CO,Pasaporte,si,Booking.com,2026-06-22,2026-06-24,2,96400,192800,si,4500,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",159339,0
R-1387,C. Rossi,AR,DNI,si,Booking.com,2026-07-07,2026-07-12,5,104200,521000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,430579,0
R-1388,A. Costa,AR,DNI,si,Directo web,2026-06-22,2026-06-25,3,104500,313500,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,259091,0
R-1389,B. Lindqvist,UY,Pasaporte,si,Booking.com,2026-07-09,2026-07-10,1,91800,91800,si,0,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",75868,0
R-1390,T. Nakamura,US,Pasaporte,no,Booking.com,2026-08-22,2026-08-25,3,98500,295500,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",244215,0
R-1391,O. Ahmed,AR,DNI,si,Booking.com,2026-06-13,2026-06-15,2,101100,202200,si,22000,efectivo_ars,B,no_elegible,Huésped residente en Argentina,167107,0
R-1392,K. Novak,UY,Pasaporte,si,Directo web,2026-06-21,2026-06-25,4,95300,381200,si,0,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,315041,66159
R-1393,K. Novak,AR,DNI,si,Directo web,2026-06-11,2026-06-18,7,84800,593600,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,490579,0
R-1394,E. Blanco,AR,DNI,si,Booking.com,2026-08-10,2026-08-11,1,84000,84000,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,69421,0
R-1395,A. Costa,UY,Pasaporte,no,Booking.com,2026-07-14,2026-07-17,3,83900,251700,si,22000,efectivo_ars,A,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",208017,0
R-1396,V. Romero,AR,DNI,si,Expedia,2026-06-20,2026-06-23,3,104100,312300,si,4500,efectivo_ars,B,no_elegible,Huésped residente en Argentina,258099,0
R-1397,O. Ahmed,CO,Pasaporte,no,Expedia,2026-08-01,2026-08-03,2,110400,220800,si,4500,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",182479,0
R-1398,M. Silva,US,Pasaporte,si,Telefono/WhatsApp,2026-07-31,2026-08-01,1,101300,101300,si,15200,tarjeta,T,correcto,Tarjeta VISA emitida en Estados Unidos (BIN 542418),83719,17581
R-1399,R. Muller,UY,Pasaporte,si,Telefono/WhatsApp,2026-08-07,2026-08-09,2,117800,235600,si,9800,tarjeta,B,fuga,Tarjeta AMEX emitida en Uruguay (BIN 533012),194711,40889
R-1400,H. Weber,CO,Pasaporte,no,Booking.com,2026-08-18,2026-08-19,1,89300,89300,si,0,tarjeta,T,riesgo_legajo,Tarjeta VISA emitida en Colombia (BIN 455708),73802,15498
R-1401,G. Ferrari,AR,DNI,si,Despegar,2026-07-05,2026-07-10,5,106000,530000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,438017,0
R-1402,S. Johnson,AR,DNI,si,Despegar,2026-08-01,2026-08-03,2,97900,195800,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,161818,0
R-1403,V. Romero,AR,DNI,si,Booking.com,2026-06-24,2026-06-25,1,92900,92900,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,76777,0
R-1404,N. Garcia,FR,Pasaporte,no,Despegar,2026-06-24,2026-06-29,5,102100,510500,si,0,tarjeta,B,fuga,Tarjeta VISA emitida en Francia (BIN 513412),421901,88599
R-1405,J. Pereira,AR,DNI,si,Despegar,2026-07-02,2026-07-04,2,103700,207400,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,171405,0
R-1406,S. Johnson,AR,DNI,si,Expedia,2026-07-16,2026-07-20,4,86300,345200,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,285289,0
R-1407,N. Garcia,AR,DNI,si,Expedia,2026-08-31,2026-09-01,1,106000,106000,si,15200,efectivo_ars,B,no_elegible,Huésped residente en Argentina,87603,0
R-1408,H. Weber,AR,DNI,si,Booking.com,2026-09-05,2026-09-06,1,117500,117500,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,97107,0
R-1409,L. Fernandez,AR,DNI,si,Booking.com,2026-08-09,2026-08-10,1,96200,96200,si,22000,efectivo_ars,A,no_elegible,Huésped residente en Argentina,79504,0
R-1410,D. Oliveira,DE,Pasaporte,si,Despegar,2026-09-01,2026-09-02,1,100000,100000,si,15200,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",82645,0
R-1411,F. Almeida,AR,DNI,si,Directo web,2026-08-05,2026-08-09,4,102000,408000,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,337190,0
R-1412,L. Fernandez,AR,DNI,si,Despegar,2026-06-20,2026-06-23,3,94200,282600,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,233554,0
R-1413,O. Ahmed,AR,DNI,si,Telefono/WhatsApp,2026-07-03,2026-07-04,1,100400,100400,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,82975,0
R-1414,T. Nakamura,AR,DNI,si,Booking.com,2026-08-16,2026-08-18,2,108400,216800,si,9800,efectivo_ars,A,no_elegible,Huésped residente en Argentina,179174,0
R-1415,A. Costa,DE,Pasaporte,no,Booking.com,2026-06-12,2026-06-14,2,100200,200400,si,0,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",165620,0
R-1416,E. Blanco,MX,Pasaporte,no,Booking.com,2026-08-07,2026-08-09,2,115500,231000,si,4500,tarjeta,A,fuga,Tarjeta AMEX emitida en México (BIN 491667),190909,40091
R-1417,H. Weber,US,Pasaporte,si,Booking.com,2026-08-22,2026-08-29,7,94800,663600,si,15200,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",548430,0
R-1418,M. Silva,AR,DNI,si,Despegar,2026-08-05,2026-08-07,2,96000,192000,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,158678,0
R-1419,A. Costa,AR,DNI,si,Booking.com,2026-07-03,2026-07-05,2,102400,204800,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,169256,0
R-1420,K. Novak,MX,Pasaporte,si,Booking.com,2026-08-12,2026-08-15,3,92700,278100,si,9800,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",229835,0
R-1421,B. Lindqvist,AR,DNI,si,Telefono/WhatsApp,2026-07-09,2026-07-11,2,107400,214800,si,22000,tarjeta,A,no_elegible,Huésped residente en Argentina,177521,0
R-1422,D. Oliveira,AR,DNI,si,Booking.com,2026-06-24,2026-07-01,7,103100,721700,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,596446,0
R-1423,G. Ferrari,AR,DNI,si,Expedia,2026-07-16,2026-07-21,5,105100,525500,si,22000,efectivo_ars,B,no_elegible,Huésped residente en Argentina,434298,0
R-1424,H. Weber,AR,DNI,si,Directo web,2026-08-13,2026-08-15,2,93500,187000,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,154545,0
R-1425,G. Ferrari,UY,Pasaporte,si,Booking.com,2026-08-29,2026-09-02,4,117700,470800,si,0,tarjeta,A,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",389091,0
R-1426,T. Nakamura,UY,Pasaporte,si,Directo web,2026-08-29,2026-08-31,2,114100,228200,si,0,tarjeta,B,fuga,Tarjeta MASTERCARD emitida en Uruguay (BIN 533012),188595,39605
R-1427,R. Muller,UY,Pasaporte,si,Booking.com,2026-07-24,2026-07-27,3,116000,348000,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",287603,0
R-1428,V. Romero,AR,DNI,si,Directo web,2026-09-06,2026-09-09,3,109800,329400,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,272231,0
R-1429,R. Muller,AR,DNI,si,Booking.com,2026-07-30,2026-07-31,1,87800,87800,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,72562,0
R-1430,I. Petrov,AR,DNI,si,Despegar,2026-06-26,2026-06-28,2,100200,200400,si,4500,tarjeta,A,no_elegible,Huésped residente en Argentina,165620,0
R-1431,O. Ahmed,AR,DNI,si,Booking.com,2026-08-17,2026-08-22,5,107200,536000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,442975,0
R-1432,H. Weber,US,Pasaporte,no,Expedia,2026-08-08,2026-08-12,4,101400,405600,si,22000,tarjeta,B,fuga,Tarjeta VISA emitida en Estados Unidos (BIN 379141),335207,70393
R-1433,J. Pereira,AR,DNI,si,Booking.com,2026-06-24,2026-06-26,2,104900,209800,si,15200,transferencia_local,B,no_elegible,Huésped residente en Argentina,173388,0
R-1434,M. Silva,BR,Pasaporte,si,Telefono/WhatsApp,2026-07-30,2026-07-31,1,103100,103100,si,0,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Brasil (BIN 438935),85207,17893
R-1435,A. Costa,AR,DNI,si,Directo web,2026-08-28,2026-09-02,5,108200,541000,si,15200,transferencia_local,B,no_elegible,Huésped residente en Argentina,447107,0
R-1436,N. Garcia,DE,Pasaporte,si,Walk-in,2026-06-24,2026-06-26,2,101000,202000,si,4500,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",166942,0
R-1437,B. Lindqvist,UY,Pasaporte,no,Directo web,2026-09-04,2026-09-06,2,108500,217000,si,4500,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",179339,0
R-1438,D. Oliveira,AR,DNI,si,Telefono/WhatsApp,2026-07-29,2026-07-30,1,94700,94700,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,78264,0
R-1439,J. Pereira,AR,DNI,si,Despegar,2026-06-22,2026-06-24,2,90300,180600,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,149256,0
R-1440,S. Johnson,AR,DNI,si,Directo web,2026-06-21,2026-06-24,3,95800,287400,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,237521,0
R-1441,I. Petrov,AR,DNI,si,Telefono/WhatsApp,2026-08-03,2026-08-06,3,106500,319500,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,264050,0
R-1442,A. Costa,AR,DNI,si,Telefono/WhatsApp,2026-07-15,2026-07-18,3,93800,281400,si,22000,tarjeta,A,no_elegible,Huésped residente en Argentina,232562,0
