reserva_id,huesped,pais_residencia_declarado,documento_tipo,documento_en_legajo,canal,check_in,check_out,noches,tarifa_noche_ars,total_alojamiento_ars,desayuno_incluido,consumos_extra_ars,medio_pago,comprobante_clase
R-1436,N. Garcia,DE,Pasaporte,si,Walk-in,2026-06-24,2026-06-26,2,101000,202000,si,4500,tarjeta,B
R-1437,B. Lindqvist,UY,Pasaporte,no,Directo web,2026-09-04,2026-09-06,2,108500,217000,si,4500,efectivo_ars,B
R-1438,D. Oliveira,AR,DNI,si,Telefono/WhatsApp,2026-07-29,2026-07-30,1,94700,94700,si,0,tarjeta,B
R-1439,J. Pereira,AR,DNI,si,Despegar,2026-06-22,2026-06-24,2,90300,180600,si,0,tarjeta,B
R-1440,S. Johnson,AR,DNI,si,Directo web,2026-06-21,2026-06-24,3,95800,287400,si,9800,tarjeta,B
R-1441,I. Petrov,AR,DNI,si,Telefono/WhatsApp,2026-08-03,2026-08-06,3,106500,319500,si,22000,tarjeta,B
R-1442,A. Costa,AR,DNI,si,Telefono/WhatsApp,2026-07-15,2026-07-18,3,93800,281400,si,22000,tarjeta,A
R-1443,F. Almeida,AR,DNI,si,Directo web,2026-06-17,2026-06-20,3,104800,314400,si,0,tarjeta,B
R-1444,N. Garcia,US,Pasaporte,no,Booking.com,2026-07-15,2026-07-18,3,84400,253200,si,0,efectivo_usd,B
R-1445,L. Fernandez,AR,DNI,si,Booking.com,2026-06-14,2026-06-15,1,99900,99900,si,15200,tarjeta,B
R-1446,T. Nakamura,MX,Pasaporte,si,Booking.com,2026-08-28,2026-08-31,3,102900,308700,si,22000,efectivo_ars,A
R-1447,S. Johnson,ES,Pasaporte,no,Booking.com,2026-06-30,2026-07-01,1,89200,89200,si,0,tarjeta,B
R-1448,A. Costa,AR,DNI,si,Directo web,2026-06-25,2026-06-28,3,88700,266100,si,15200,tarjeta,B
R-1449,V. Romero,AR,DNI,si,Despegar,2026-08-14,2026-08-17,3,106900,320700,si,22000,tarjeta,B
R-1450,I. Petrov,CO,Pasaporte,si,Directo web,2026-07-13,2026-07-15,2,92500,185000,si,0,tarjeta,T
R-1451,D. Oliveira,AR,DNI,si,Telefono/WhatsApp,2026-08-07,2026-08-09,2,98600,197200,si,15200,tarjeta,B
R-1452,K. Novak,MX,Pasaporte,si,Expedia,2026-07-18,2026-07-25,7,113000,791000,si,0,tarjeta,B
R-1453,O. Ahmed,CO,Pasaporte,si,Despegar,2026-08-17,2026-08-19,2,96600,193200,si,0,tarjeta,B
R-1454,T. Nakamura,AR,DNI,si,Booking.com,2026-09-07,2026-09-09,2,90800,181600,si,4500,tarjeta,B
R-1455,J. Pereira,AR,DNI,si,Expedia,2026-07-29,2026-07-31,2,98800,197600,si,4500,tarjeta,B
R-1456,C. Rossi,AR,DNI,si,Booking.com,2026-08-18,2026-08-20,2,83700,167400,si,22000,tarjeta,B
R-1457,F. Almeida,CO,Pasaporte,no,Despegar,2026-06-30,2026-07-01,1,88700,88700,si,4500,efectivo_ars,B
R-1458,P. Dubois,US,Pasaporte,si,Despegar,2026-08-15,2026-08-17,2,104300,208600,si,9800,tarjeta,B
R-1459,N. Garcia,AR,DNI,si,Booking.com,2026-06-20,2026-06-21,1,108000,108000,si,0,tarjeta,B
R-1460,V. Romero,AR,DNI,si,Directo web,2026-08-14,2026-08-21,7,104300,730100,si,9800,tarjeta,B
R-1461,O. Ahmed,AR,DNI,si,Booking.com,2026-08-12,2026-08-14,2,100500,201000,si,0,tarjeta,B
R-1462,L. Fernandez,CO,Pasaporte,si,Booking.com,2026-07-20,2026-07-23,3,89200,267600,si,15200,tarjeta,B
R-1463,D. Oliveira,AR,DNI,si,Booking.com,2026-08-10,2026-08-12,2,94000,188000,si,0,tarjeta,B
R-1464,A. Costa,FR,Pasaporte,si,Walk-in,2026-08-08,2026-08-11,3,96800,290400,si,22000,tarjeta,B
R-1465,I. Petrov,ES,Pasaporte,no,Walk-in,2026-08-24,2026-08-31,7,85900,601300,si,15200,tarjeta,B
R-1466,O. Ahmed,BR,Pasaporte,no,Telefono/WhatsApp,2026-07-26,2026-07-28,2,110400,220800,si,9800,tarjeta,B
R-1467,M. Silva,AR,DNI,si,Directo web,2026-07-14,2026-07-17,3,87300,261900,si,0,tarjeta,B
R-1468,L. Fernandez,AR,DNI,si,Booking.com,2026-07-22,2026-07-27,5,87300,436500,si,22000,efectivo_ars,B
R-1469,L. Fernandez,AR,DNI,si,Booking.com,2026-08-09,2026-08-10,1,100000,100000,si,0,tarjeta,B
R-1470,O. Ahmed,AR,DNI,si,Booking.com,2026-08-12,2026-08-16,4,84300,337200,si,15200,tarjeta,B
R-1471,J. Pereira,FR,Pasaporte,si,Booking.com,2026-07-17,2026-07-19,2,94100,188200,si,0,tarjeta,T
R-1472,K. Novak,AR,DNI,si,Walk-in,2026-08-31,2026-09-04,4,105200,420800,si,0,tarjeta,B
R-1473,V. Romero,UY,Pasaporte,si,Walk-in,2026-08-22,2026-08-23,1,117000,117000,si,0,transferencia_exterior,B
R-1474,J. Pereira,AR,DNI,si,Booking.com,2026-08-02,2026-08-04,2,105800,211600,si,4500,tarjeta,B
R-1475,I. Petrov,US,Pasaporte,si,Despegar,2026-07-31,2026-08-04,4,103700,414800,si,22000,tarjeta,A
R-1476,M. Silva,AR,DNI,si,Booking.com,2026-07-08,2026-07-09,1,106900,106900,si,0,tarjeta,B
R-1477,C. Rossi,AR,DNI,si,Despegar,2026-08-14,2026-08-17,3,112200,336600,si,0,tarjeta,B
R-1478,K. Novak,BR,Pasaporte,no,Booking.com,2026-07-12,2026-07-13,1,108800,108800,si,4500,tarjeta,B
R-1479,O. Ahmed,AR,DNI,si,Booking.com,2026-07-14,2026-07-16,2,88900,177800,si,15200,efectivo_ars,B
R-1480,P. Dubois,BR,Pasaporte,no,Booking.com,2026-09-04,2026-09-08,4,107100,428400,si,0,tarjeta,B
R-1481,L. Fernandez,AR,DNI,si,Directo web,2026-08-12,2026-08-15,3,84600,253800,si,9800,tarjeta,B
R-1482,E. Blanco,BR,Pasaporte,no,Booking.com,2026-08-24,2026-08-26,2,83900,167800,si,15200,tarjeta,B
R-1483,R. Muller,AR,DNI,si,Telefono/WhatsApp,2026-07-13,2026-07-14,1,99700,99700,si,15200,tarjeta,B
R-1484,E. Blanco,US,Pasaporte,si,Booking.com,2026-06-18,2026-06-21,3,96900,290700,si,0,transferencia_exterior,T
R-1485,K. Novak,BR,Pasaporte,si,Walk-in,2026-08-09,2026-08-14,5,106000,530000,si,4500,tarjeta,B
R-1486,H. Weber,AR,DNI,si,Walk-in,2026-08-08,2026-08-10,2,110500,221000,si,22000,efectivo_ars,A
R-1487,M. Silva,AR,DNI,si,Directo web,2026-07-28,2026-07-29,1,101800,101800,si,0,tarjeta,B
R-1488,N. Garcia,AR,DNI,si,Booking.com,2026-08-26,2026-08-29,3,84700,254100,si,0,tarjeta,B
R-1489,S. Johnson,AR,DNI,si,Booking.com,2026-08-10,2026-08-15,5,101500,507500,si,15200,tarjeta,B
R-1490,V. Romero,AR,DNI,si,Despegar,2026-08-23,2026-08-25,2,99700,199400,si,22000,tarjeta,B
R-1491,L. Fernandez,AR,DNI,si,Expedia,2026-07-16,2026-07-20,4,95300,381200,si,0,tarjeta,B
R-1492,V. Romero,BR,Pasaporte,si,Booking.com,2026-08-12,2026-08-15,3,87300,261900,si,9800,tarjeta,T
R-1493,O. Ahmed,FR,Pasaporte,no,Booking.com,2026-07-14,2026-07-17,3,104200,312600,si,0,efectivo_ars,B
R-1494,N. Garcia,BR,Pasaporte,no,Despegar,2026-07-24,2026-07-26,2,104900,209800,si,0,efectivo_ars,B
R-1495,I. Petrov,AR,DNI,si,Expedia,2026-08-10,2026-08-12,2,86700,173400,si,0,efectivo_ars,B
R-1496,M. Silva,AR,DNI,si,Booking.com,2026-08-15,2026-08-16,1,111000,111000,si,4500,tarjeta,B
R-1497,E. Blanco,AR,DNI,si,Expedia,2026-07-04,2026-07-05,1,107600,107600,si,22000,transferencia_local,B
R-1498,O. Ahmed,AR,DNI,si,Booking.com,2026-06-22,2026-06-26,4,93100,372400,si,4500,efectivo_ars,B
R-1499,R. Muller,AR,DNI,si,Expedia,2026-08-14,2026-08-17,3,114800,344400,si,9800,tarjeta,B
R-1500,R. Muller,AR,DNI,si,Booking.com,2026-07-29,2026-07-30,1,85300,85300,si,22000,tarjeta,B
R-1501,D. Oliveira,AR,DNI,si,Booking.com,2026-07-14,2026-07-17,3,104700,314100,si,0,efectivo_ars,B
R-1502,J. Pereira,AR,DNI,si,Booking.com,2026-08-28,2026-09-01,4,117500,470000,si,4500,tarjeta,B
R-1503,C. Rossi,AR,DNI,si,Booking.com,2026-08-25,2026-08-27,2,100000,200000,si,22000,efectivo_ars,A
R-1504,F. Almeida,AR,DNI,si,Booking.com,2026-08-29,2026-08-31,2,94000,188000,si,22000,tarjeta,B
R-1505,G. Ferrari,AR,DNI,si,Directo web,2026-06-22,2026-06-27,5,89200,446000,si,0,efectivo_ars,B
R-1506,F. Almeida,MX,Pasaporte,si,Booking.com,2026-07-09,2026-07-11,2,88400,176800,si,9800,tarjeta,A
R-1507,T. Nakamura,BR,Pasaporte,si,Booking.com,2026-06-27,2026-06-29,2,96200,192400,si,15200,efectivo_ars,B
R-1508,L. Fernandez,BR,Pasaporte,no,Directo web,2026-08-11,2026-08-15,4,87400,349600,si,0,tarjeta,B
R-1509,O. Ahmed,AR,DNI,si,Booking.com,2026-07-30,2026-07-31,1,94200,94200,si,0,tarjeta,B
R-1510,E. Blanco,BR,Pasaporte,si,Booking.com,2026-08-28,2026-08-29,1,108200,108200,si,22000,transferencia_exterior,T
R-1511,H. Weber,FR,Pasaporte,si,Expedia,2026-07-10,2026-07-13,3,106700,320100,si,15200,tarjeta,T
R-1512,A. Costa,BR,Pasaporte,no,Booking.com,2026-08-23,2026-08-26,3,97400,292200,si,22000,efectivo_ars,A
R-1513,L. Fernandez,AR,DNI,si,Booking.com,2026-07-17,2026-07-20,3,101400,304200,si,0,transferencia_local,B
R-1514,L. Fernandez,DE,Pasaporte,si,Telefono/WhatsApp,2026-07-01,2026-07-06,5,106200,531000,si,0,transferencia_exterior,T
R-1515,B. Lindqvist,AR,DNI,si,Booking.com,2026-07-06,2026-07-10,4,90400,361600,si,15200,transferencia_local,B
R-1516,C. Rossi,AR,DNI,si,Expedia,2026-07-20,2026-07-22,2,85600,171200,si,4500,tarjeta,B
R-1517,A. Costa,FR,Pasaporte,si,Booking.com,2026-07-05,2026-07-06,1,106300,106300,si,0,tarjeta,B
R-1518,E. Blanco,AR,DNI,si,Booking.com,2026-06-27,2026-07-01,4,107100,428400,si,0,tarjeta,B
R-1519,B. Lindqvist,AR,DNI,si,Booking.com,2026-07-01,2026-07-04,3,88700,266100,si,0,tarjeta,B
R-1520,J. Pereira,US,Pasaporte,no,Directo web,2026-07-01,2026-07-02,1,106900,106900,si,4500,efectivo_ars,B
R-1521,K. Novak,AR,DNI,si,Booking.com,2026-08-11,2026-08-16,5,91700,458500,si,9800,tarjeta,B
R-1522,N. Garcia,FR,Pasaporte,no,Walk-in,2026-08-29,2026-08-31,2,117600,235200,si,0,tarjeta,B
R-1523,I. Petrov,ES,Pasaporte,si,Expedia,2026-06-21,2026-06-25,4,102900,411600,si,9800,efectivo_ars,B
R-1524,P. Dubois,BR,Pasaporte,no,Booking.com,2026-06-27,2026-06-30,3,110600,331800,si,0,transferencia_exterior,B
R-1525,C. Rossi,AR,DNI,si,Booking.com,2026-07-16,2026-07-19,3,105900,317700,si,22000,tarjeta,B
R-1526,D. Oliveira,AR,DNI,si,Despegar,2026-06-18,2026-06-22,4,87400,349600,si,22000,tarjeta,B
R-1527,V. Romero,DE,Pasaporte,si,Directo web,2026-08-13,2026-08-14,1,106200,106200,si,15200,tarjeta,T
R-1528,G. Ferrari,AR,DNI,si,Directo web,2026-06-12,2026-06-14,2,101800,203600,si,15200,transferencia_local,B
R-1529,E. Blanco,AR,DNI,si,Booking.com,2026-08-18,2026-08-25,7,101300,709100,si,15200,transferencia_local,B
R-1530,O. Ahmed,AR,DNI,si,Booking.com,2026-08-10,2026-08-17,7,102200,715400,si,4500,transferencia_local,B
R-1531,K. Novak,AR,DNI,si,Despegar,2026-08-01,2026-08-03,2,98200,196400,si,0,efectivo_ars,B
R-1532,D. Oliveira,AR,DNI,si,Booking.com,2026-07-13,2026-07-16,3,86900,260700,si,9800,tarjeta,B
R-1533,I. Petrov,BR,Pasaporte,no,Directo web,2026-08-31,2026-09-04,4,100100,400400,si,9800,tarjeta,B
R-1534,A. Costa,CL,Pasaporte,no,Booking.com,2026-08-24,2026-08-28,4,87800,351200,si,22000,tarjeta,B
R-1535,I. Petrov,DE,Pasaporte,si,Booking.com,2026-08-26,2026-09-02,7,87700,613900,si,4500,tarjeta,B
R-1536,B. Lindqvist,AR,DNI,si,Booking.com,2026-08-05,2026-08-07,2,90500,181000,si,0,tarjeta,A
R-1537,K. Novak,AR,DNI,si,Booking.com,2026-08-07,2026-08-12,5,112300,561500,si,0,efectivo_ars,B
R-1538,P. Dubois,AR,DNI,si,Telefono/WhatsApp,2026-06-30,2026-07-04,4,88800,355200,si,4500,tarjeta,B
R-1539,J. Pereira,BR,Pasaporte,no,Walk-in,2026-06-27,2026-06-29,2,109700,219400,si,4500,tarjeta,B
R-1540,R. Muller,AR,DNI,si,Booking.com,2026-07-07,2026-07-09,2,96600,193200,si,22000,efectivo_ars,B
R-1541,G. Ferrari,AR,DNI,si,Expedia,2026-08-24,2026-08-27,3,98100,294300,si,0,tarjeta,A
R-1542,S. Johnson,AR,DNI,si,Booking.com,2026-07-20,2026-07-22,2,103800,207600,si,9800,tarjeta,B
R-1543,R. Muller,US,Pasaporte,no,Despegar,2026-07-06,2026-07-13,7,99000,693000,si,0,tarjeta,A
R-1544,K. Novak,AR,DNI,si,Booking.com,2026-06-13,2026-06-15,2,100600,201200,si,0,tarjeta,A
R-1545,S. Johnson,AR,DNI,si,Telefono/WhatsApp,2026-06-23,2026-06-25,2,88400,176800,si,0,efectivo_ars,A
R-1546,D. Oliveira,CL,Pasaporte,si,Expedia,2026-09-05,2026-09-10,5,107000,535000,si,22000,tarjeta,T
R-1547,K. Novak,AR,DNI,si,Booking.com,2026-08-12,2026-08-14,2,88300,176600,si,0,efectivo_ars,B
R-1548,F. Almeida,AR,DNI,si,Telefono/WhatsApp,2026-09-01,2026-09-04,3,93000,279000,si,0,efectivo_ars,B
R-1549,P. Dubois,AR,DNI,si,Directo web,2026-08-06,2026-08-09,3,99600,298800,si,4500,transferencia_local,B
R-1550,J. Pereira,BR,Pasaporte,si,Booking.com,2026-09-03,2026-09-06,3,98200,294600,si,0,tarjeta,T
R-1551,I. Petrov,CL,Pasaporte,no,Telefono/WhatsApp,2026-07-29,2026-08-02,4,95600,382400,si,0,tarjeta,B
R-1552,L. Fernandez,FR,Pasaporte,no,Directo web,2026-08-16,2026-08-23,7,111000,777000,si,9800,tarjeta,B
R-1553,O. Ahmed,AR,DNI,si,Despegar,2026-07-31,2026-08-02,2,95600,191200,si,0,efectivo_ars,B
R-1554,D. Oliveira,AR,DNI,si,Booking.com,2026-07-26,2026-07-29,3,114200,342600,si,0,transferencia_local,B
R-1555,O. Ahmed,ES,Pasaporte,si,Booking.com,2026-08-03,2026-08-05,2,97700,195400,si,0,tarjeta,B
R-1556,B. Lindqvist,AR,DNI,si,Booking.com,2026-07-23,2026-07-26,3,95500,286500,si,0,tarjeta,B
R-1557,F. Almeida,AR,DNI,si,Expedia,2026-08-16,2026-08-18,2,116800,233600,si,0,tarjeta,A
R-1558,P. Dubois,DE,Pasaporte,si,Directo web,2026-06-11,2026-06-12,1,86300,86300,si,0,tarjeta,T
R-1559,A. Costa,AR,DNI,si,Booking.com,2026-07-21,2026-07-25,4,88300,353200,si,22000,transferencia_local,B
R-1560,T. Nakamura,AR,DNI,si,Telefono/WhatsApp,2026-08-07,2026-08-09,2,104000,208000,si,0,tarjeta,B
R-1561,H. Weber,AR,DNI,si,Booking.com,2026-07-16,2026-07-19,3,86100,258300,si,22000,tarjeta,B
R-1562,T. Nakamura,DE,Pasaporte,no,Booking.com,2026-08-24,2026-08-26,2,85900,171800,si,0,transferencia_exterior,A
R-1563,N. Garcia,CL,Pasaporte,no,Booking.com,2026-09-07,2026-09-09,2,85600,171200,si,0,tarjeta,B
R-1564,E. Blanco,AR,DNI,si,Booking.com,2026-08-06,2026-08-07,1,84200,84200,si,0,tarjeta,B
R-1565,K. Novak,BR,Pasaporte,no,Despegar,2026-06-12,2026-06-15,3,93200,279600,si,0,tarjeta,A
R-1566,F. Almeida,ES,Pasaporte,no,Booking.com,2026-08-31,2026-09-04,4,96400,385600,si,9800,transferencia_exterior,B
R-1567,I. Petrov,FR,Pasaporte,no,Expedia,2026-06-22,2026-06-24,2,84100,168200,si,0,tarjeta,B
R-1568,L. Fernandez,BR,Pasaporte,si,Booking.com,2026-08-26,2026-08-29,3,85900,257700,si,9800,tarjeta,T
R-1569,B. Lindqvist,CO,Pasaporte,si,Booking.com,2026-09-01,2026-09-04,3,84100,252300,si,4500,tarjeta,T
R-1570,E. Blanco,BR,Pasaporte,no,Booking.com,2026-08-13,2026-08-17,4,105500,422000,si,9800,tarjeta,B
R-1571,M. Silva,US,Pasaporte,no,Booking.com,2026-07-22,2026-07-24,2,99100,198200,si,0,transferencia_exterior,T
R-1572,V. Romero,AR,DNI,si,Directo web,2026-08-11,2026-08-18,7,91400,639800,si,22000,tarjeta,B
R-1573,R. Muller,UY,Pasaporte,no,Booking.com,2026-08-23,2026-08-26,3,96700,290100,si,0,transferencia_exterior,T
R-1574,F. Almeida,BR,Pasaporte,no,Booking.com,2026-08-21,2026-08-23,2,101200,202400,si,9800,tarjeta,B
R-1575,D. Oliveira,AR,DNI,si,Booking.com,2026-07-28,2026-07-30,2,107500,215000,si,0,tarjeta,B
R-1576,B. Lindqvist,AR,DNI,si,Telefono/WhatsApp,2026-06-29,2026-06-30,1,102300,102300,si,0,tarjeta,B
R-1577,B. Lindqvist,US,Pasaporte,no,Booking.com,2026-08-22,2026-08-27,5,117200,586000,si,15200,efectivo_usd,B
R-1578,A. Costa,AR,DNI,si,Booking.com,2026-07-23,2026-07-24,1,100200,100200,si,22000,efectivo_ars,A
R-1579,B. Lindqvist,AR,DNI,si,Walk-in,2026-08-03,2026-08-06,3,99100,297300,si,0,efectivo_ars,B
R-1580,C. Rossi,CO,Pasaporte,si,Telefono/WhatsApp,2026-07-31,2026-08-01,1,115600,115600,si,9800,tarjeta,B
R-1581,J. Pereira,AR,DNI,si,Booking.com,2026-06-11,2026-06-12,1,89300,89300,si,4500,tarjeta,B
R-1582,N. Garcia,CL,Pasaporte,no,Booking.com,2026-08-28,2026-08-29,1,113800,113800,si,15200,tarjeta,B
R-1583,T. Nakamura,UY,Pasaporte,si,Expedia,2026-08-01,2026-08-02,1,95300,95300,si,4500,efectivo_ars,B
R-1584,K. Novak,AR,DNI,si,Directo web,2026-07-12,2026-07-14,2,110400,220800,si,9800,tarjeta,B
R-1585,C. Rossi,AR,DNI,si,Booking.com,2026-08-31,2026-09-04,4,94900,379600,si,0,transferencia_local,B
R-1586,S. Johnson,BR,Pasaporte,no,Despegar,2026-06-15,2026-06-18,3,89700,269100,si,0,tarjeta,B
R-1587,N. Garcia,BR,Pasaporte,no,Telefono/WhatsApp,2026-07-29,2026-08-02,4,90800,363200,si,9800,tarjeta,T
R-1588,J. Pereira,AR,DNI,si,Directo web,2026-07-14,2026-07-18,4,106600,426400,si,22000,efectivo_ars,B
R-1589,M. Silva,AR,DNI,si,Booking.com,2026-07-08,2026-07-12,4,87800,351200,si,9800,transferencia_local,B
R-1590,N. Garcia,AR,DNI,si,Directo web,2026-06-29,2026-07-01,2,98500,197000,si,0,tarjeta,B
R-1591,T. Nakamura,AR,DNI,si,Despegar,2026-08-02,2026-08-04,2,109400,218800,si,22000,efectivo_ars,B
R-1592,B. Lindqvist,AR,DNI,si,Walk-in,2026-07-30,2026-08-01,2,105700,211400,si,4500,efectivo_ars,B
R-1593,S. Johnson,AR,DNI,si,Directo web,2026-07-24,2026-07-25,1,99100,99100,si,0,transferencia_local,B
R-1594,J. Pereira,CL,Pasaporte,no,Directo web,2026-08-11,2026-08-13,2,87300,174600,si,4500,efectivo_ars,B
R-1595,G. Ferrari,CL,Pasaporte,si,Booking.com,2026-07-10,2026-07-13,3,94800,284400,si,15200,tarjeta,T
R-1596,I. Petrov,US,Pasaporte,no,Directo web,2026-08-05,2026-08-06,1,88000,88000,si,0,tarjeta,B
R-1597,P. Dubois,ES,Pasaporte,no,Expedia,2026-07-17,2026-07-22,5,110100,550500,si,0,tarjeta,T
R-1598,E. Blanco,DE,Pasaporte,si,Directo web,2026-07-18,2026-07-19,1,104200,104200,si,15200,tarjeta,B
R-1599,S. Johnson,AR,DNI,si,Booking.com,2026-07-21,2026-07-24,3,95700,287100,si,15200,tarjeta,B
R-1600,B. Lindqvist,CO,Pasaporte,no,Booking.com,2026-07-31,2026-08-02,2,96300,192600,si,0,tarjeta,T
R-1601,D. Oliveira,AR,DNI,si,Despegar,2026-06-27,2026-07-01,4,95900,383600,si,9800,tarjeta,B
R-1602,R. Muller,AR,DNI,si,Despegar,2026-08-27,2026-08-29,2,95900,191800,si,9800,tarjeta,B
R-1603,L. Fernandez,DE,Pasaporte,no,Walk-in,2026-09-03,2026-09-06,3,106500,319500,si,0,tarjeta,B
R-1604,M. Silva,AR,DNI,si,Directo web,2026-08-22,2026-08-23,1,99600,99600,si,15200,tarjeta,B
R-1605,K. Novak,AR,DNI,si,Booking.com,2026-08-10,2026-08-11,1,102400,102400,si,4500,tarjeta,B
R-1606,B. Lindqvist,US,Pasaporte,si,Booking.com,2026-08-07,2026-08-09,2,111400,222800,si,0,transferencia_exterior,T
R-1607,E. Blanco,FR,Pasaporte,no,Booking.com,2026-06-16,2026-06-20,4,87600,350400,si,15200,tarjeta,B
R-1608,P. Dubois,AR,DNI,si,Walk-in,2026-07-03,2026-07-04,1,113600,113600,si,15200,tarjeta,B
R-1609,A. Costa,AR,DNI,si,Booking.com,2026-07-26,2026-07-28,2,109500,219000,si,0,tarjeta,B
R-1610,S. Johnson,US,Pasaporte,si,Despegar,2026-08-04,2026-08-09,5,91700,458500,si,0,transferencia_exterior,T
R-1611,V. Romero,UY,Pasaporte,si,Despegar,2026-07-22,2026-07-24,2,98600,197200,si,0,tarjeta,B
R-1612,P. Dubois,AR,DNI,si,Booking.com,2026-08-02,2026-08-03,1,100100,100100,si,0,tarjeta,B
R-1613,B. Lindqvist,AR,DNI,si,Directo web,2026-07-04,2026-07-09,5,111100,555500,si,15200,tarjeta,B
R-1614,C. Rossi,AR,DNI,si,Booking.com,2026-08-17,2026-08-22,5,107200,536000,si,0,tarjeta,B
R-1615,H. Weber,AR,DNI,si,Booking.com,2026-07-26,2026-07-29,3,115500,346500,si,0,efectivo_ars,B
R-1616,T. Nakamura,AR,DNI,si,Booking.com,2026-07-03,2026-07-07,4,110200,440800,si,15200,tarjeta,B
R-1617,E. Blanco,UY,Pasaporte,no,Booking.com,2026-07-09,2026-07-14,5,87000,435000,si,22000,efectivo_usd,A
R-1618,R. Muller,AR,DNI,si,Walk-in,2026-08-17,2026-08-21,4,103800,415200,si,9800,transferencia_local,B
R-1619,K. Novak,AR,DNI,si,Directo web,2026-08-22,2026-08-25,3,111400,334200,si,9800,tarjeta,B
R-1620,T. Nakamura,BR,Pasaporte,no,Booking.com,2026-08-29,2026-08-31,2,102300,204600,si,4500,efectivo_ars,B
R-1621,J. Pereira,CO,Pasaporte,si,Despegar,2026-07-27,2026-07-30,3,95300,285900,si,9800,tarjeta,B
R-1622,D. Oliveira,UY,Pasaporte,no,Expedia,2026-09-05,2026-09-07,2,110200,220400,si,9800,transferencia_exterior,T
R-1623,R. Muller,BR,Pasaporte,no,Booking.com,2026-08-27,2026-08-28,1,100900,100900,si,22000,transferencia_exterior,B
R-1624,C. Rossi,ES,Pasaporte,no,Walk-in,2026-07-19,2026-07-24,5,106700,533500,si,0,efectivo_usd,B
R-1625,O. Ahmed,BR,Pasaporte,si,Directo web,2026-07-10,2026-07-12,2,107100,214200,si,4500,tarjeta,T
R-1626,V. Romero,AR,DNI,si,Directo web,2026-08-10,2026-08-14,4,105100,420400,si,4500,tarjeta,B
R-1627,S. Johnson,AR,DNI,si,Despegar,2026-08-29,2026-08-30,1,98100,98100,si,0,tarjeta,B
R-1628,K. Novak,UY,Pasaporte,si,Booking.com,2026-06-19,2026-06-22,3,97900,293700,si,0,tarjeta,B
R-1629,L. Fernandez,US,Pasaporte,si,Walk-in,2026-07-24,2026-07-26,2,97100,194200,si,9800,efectivo_ars,B
R-1630,P. Dubois,BR,Pasaporte,si,Directo web,2026-07-21,2026-07-25,4,85900,343600,si,0,transferencia_exterior,B
R-1631,B. Lindqvist,MX,Pasaporte,no,Booking.com,2026-08-10,2026-08-11,1,99800,99800,si,15200,tarjeta,T
R-1632,B. Lindqvist,AR,DNI,si,Booking.com,2026-07-22,2026-07-24,2,99500,199000,si,9800,tarjeta,B
R-1633,J. Pereira,AR,DNI,si,Directo web,2026-07-26,2026-07-31,5,103400,517000,si,0,tarjeta,B
R-1634,T. Nakamura,AR,DNI,si,Directo web,2026-07-15,2026-07-20,5,98000,490000,si,22000,transferencia_local,B
R-1635,P. Dubois,AR,DNI,si,Despegar,2026-06-28,2026-06-29,1,102900,102900,si,4500,tarjeta,A
R-1636,P. Dubois,AR,DNI,si,Booking.com,2026-08-27,2026-08-31,4,85900,343600,si,22000,tarjeta,A
R-1637,C. Rossi,AR,DNI,si,Booking.com,2026-07-02,2026-07-04,2,105200,210400,si,0,efectivo_ars,B
R-1638,G. Ferrari,BR,Pasaporte,no,Directo web,2026-06-19,2026-06-20,1,106700,106700,si,9800,tarjeta,B
R-1639,P. Dubois,AR,DNI,si,Walk-in,2026-08-12,2026-08-16,4,98800,395200,si,0,tarjeta,B
R-1640,R. Muller,AR,DNI,si,Walk-in,2026-07-09,2026-07-11,2,96000,192000,si,0,tarjeta,B
R-1641,M. Silva,AR,DNI,si,Booking.com,2026-07-08,2026-07-11,3,93500,280500,si,0,tarjeta,B
R-1642,O. Ahmed,US,Pasaporte,si,Booking.com,2026-07-02,2026-07-03,1,88500,88500,si,15200,tarjeta,B
R-1643,L. Fernandez,AR,DNI,si,Booking.com,2026-07-07,2026-07-11,4,93800,375200,si,9800,transferencia_local,B
R-1644,D. Oliveira,AR,DNI,si,Expedia,2026-06-16,2026-06-19,3,100400,301200,si,9800,transferencia_local,A
R-1645,D. Oliveira,MX,Pasaporte,no,Telefono/WhatsApp,2026-07-11,2026-07-13,2,115200,230400,si,0,tarjeta,B
R-1646,L. Fernandez,AR,DNI,si,Directo web,2026-06-26,2026-06-27,1,107700,107700,si,4500,efectivo_ars,A
R-1647,A. Costa,MX,Pasaporte,si,Despegar,2026-08-16,2026-08-18,2,94100,188200,si,4500,tarjeta,T
R-1648,O. Ahmed,BR,Pasaporte,no,Booking.com,2026-07-29,2026-08-01,3,96200,288600,si,0,tarjeta,B
R-1649,I. Petrov,AR,DNI,si,Booking.com,2026-07-24,2026-07-27,3,107700,323100,si,0,efectivo_ars,B
R-1650,R. Muller,CO,Pasaporte,no,Directo web,2026-06-17,2026-06-18,1,92500,92500,si,15200,tarjeta,B
R-1651,P. Dubois,US,Pasaporte,no,Booking.com,2026-07-09,2026-07-14,5,94100,470500,si,22000,efectivo_usd,B
R-1652,T. Nakamura,FR,Pasaporte,si,Booking.com,2026-07-11,2026-07-15,4,96200,384800,si,0,transferencia_exterior,T
R-1653,V. Romero,CO,Pasaporte,no,Directo web,2026-08-09,2026-08-11,2,107800,215600,si,0,tarjeta,B
